time/total_timesteps,train/loss,lr/train,eval/loss,eval/std_error,eval/win_rate_over_baseline,eval/baseline_std,eval/baseline_error
111000,0.41351177644729614,0.001,,,,,
112000,0.47044062662124636,0.001,,,,,
113000,0.6006588430404664,0.001,,,,,
114000,0.572444146156311,0.001,,,,,
115000,0.46137624835968016,0.001,,,,,
116000,0.539331124305725,0.001,,,,,
117000,0.4698679156303406,0.001,,,,,
118000,0.47806496000289916,0.001,,,,,
119000,0.5450528821945191,0.001,,,,,
120000,0.4402580223083496,0.001,,,,,
120000,,,0.5303631514310837,0.6907748439754489,0.7833333611488342,1.1399016199600747,2.599418568611145
121000,0.4489792008399963,0.001,,,,,
122000,0.5366687979698181,0.001,,,,,
123000,0.4932295441627502,0.001,,,,,
124000,0.562500253200531,0.001,,,,,
125000,0.49802048778533936,0.001,,,,,
126000,0.4604512367248535,0.001,,,,,
127000,0.3610584030151367,0.001,,,,,
128000,0.6698468942642212,0.001,,,,,
129000,0.4959341354370117,0.001,,,,,
130000,0.47139145374298097,0.001,,,,,
130000,,,0.9246254146099091,0.9706588395172706,0.7846154570579529,1.2002196777682226,2.26009087562561
131000,0.4576542229652405,0.001,,,,,
132000,0.4689278492927551,0.001,,,,,
133000,0.46029614996910095,0.001,,,,,
134000,0.5124208748340606,0.001,,,,,
135000,0.47845961594581604,0.001,,,,,
136000,0.44299641299247744,0.001,,,,,
137000,0.514360105752945,0.001,,,,,
138000,0.4398089587688446,0.001,,,,,
139000,0.47057753944396974,0.001,,,,,
140000,0.49135656452178955,0.001,,,,,
140000,,,0.6647075310349464,0.9878851728937731,0.785714328289032,1.798572303001545,2.255772104859352
141000,0.5298575158119202,0.001,,,,,
142000,0.42290357875823975,0.001,,,,,
143000,0.46446885395050047,0.001,,,,,
144000,0.545729371547699,0.001,,,,,
145000,0.47782149982452393,0.001,,,,,
146000,0.485979172706604,0.001,,,,,
147000,0.5169985418319702,0.001,,,,,
148000,0.505720368385315,0.001,,,,,
149000,0.5265486545562744,0.001,,,,,
150000,0.4590534515380859,0.001,,,,,
150000,,,1.0211682729423046,1.2750970759258586,0.7733334302902222,1.6172519966752972,1.3710475638508797
151000,0.5191926581859588,0.001,,,,,
152000,0.5141008865833282,0.001,,,,,
153000,0.44821424078941347,0.001,,,,,
154000,0.5053564693927765,0.001,,,,,
155000,0.5083259661197662,0.001,,,,,
156000,0.4874916503429413,0.001,,,,,
157000,0.49951839637756346,0.001,,,,,
158000,0.4435112481117249,0.001,,,,,
159000,0.4772367577552795,0.001,,,,,
160000,0.5069973287582398,0.001,,,,,
160000,,,0.6050453573465348,0.47772059635938374,0.7875000238418579,1.2800783528137933,2.4318129897117613
161000,0.381307963848114,0.001,,,,,
162000,0.46143178462982176,0.001,,,,,
163000,0.4864873099327087,0.001,,,,,
164000,0.40227660179138186,0.001,,,,,
165000,0.49848585319519045,0.001,,,,,
166000,0.47086973667144777,0.001,,,,,
167000,0.43925161361694337,0.001,,,,,
168000,0.5356780843734741,0.001,,,,,
169000,0.3847703652381897,0.001,,,,,
170000,0.44404081535339357,0.001,,,,,
170000,,,0.3862151995301247,0.6780264590598536,0.800000011920929,0.5797718298006147,2.569562816619873
171000,0.46022964048385623,0.001,,,,,
172000,0.5345579242706299,0.001,,,,,
173000,0.5480296883583069,0.001,,,,,
174000,0.5277756600379944,0.001,,,,,
175000,0.47123150730133057,0.001,,,,,
176000,0.489807430267334,0.001,,,,,
177000,0.42722645616531374,0.001,,,,,
178000,0.42117221593856813,0.001,,,,,
179000,0.4223648614883423,0.001,,,,,
180000,0.4192629384994507,0.001,,,,,
180000,,,1.9483101546764374,1.1497188185351896,0.7777777910232544,1.0647636923186559,1.8149352994631045
181000,0.4349441366195679,0.001,,,,,
182000,0.5041998867988586,0.001,,,,,
183000,0.38086283588409425,0.001,,,,,
184000,0.42229746770858767,0.001,,,,,
185000,0.34293320250511167,0.001,,,,,
186000,0.42839145874977114,0.001,,,,,
187000,0.49020833683013915,0.001,,,,,
188000,0.47863517665863037,0.001,,,,,
189000,0.3924911332130432,0.001,,,,,
190000,0.47261017179489134,0.001,,,,,
190000,,,0.44662614688277247,0.48402663604911794,0.7894737124443054,0.6466459711682746,2.9908920764923095
191000,0.3764680347442627,0.001,,,,,
192000,0.5307924652099609,0.001,,,,,
193000,0.4381634588241577,0.001,,,,,
194000,0.4550564203262329,0.001,,,,,
195000,0.4168854916095734,0.001,,,,,
196000,0.4382823827266693,0.001,,,,,
197000,0.46623954391479494,0.001,,,,,
198000,0.45891441965103147,0.001,,,,,
199000,0.46546091604232787,0.001,,,,,
200000,0.36335346126556395,0.001,,,,,
200000,,,0.1502669496461749,0.1749341468151098,0.800000011920929,1.2819636273591617,3.0034149408340456
