station,valid,in_high,in_low,in_rh_min,in_rh,in_rh_max,in_solar_mj,in_precip,in_speed,in_gust,in_et,out_lwmv_1,out_lwmv_2,out_lwmdry_1_tot,out_lwmcon_1_tot,out_lwmwet_1_tot,out_lwmdry_2_tot,out_lwmcon_2_tot,out_lwmwet_2_tot,out_bpres_avg
BNKI4,2025-02-21,23.6000002999999,-1.00000120000008,136,0.162458329771956,205,12.149586,0,2.8498616,11.296547,0.00228346480314961,2378,275.2,0,0,1440,463,817,159.8,608.8
AHTI4,2025-02-21,21.10000046,-8.79999880000005,136,0.194916669279337,256,15.3,0,7.386376,21.004866,0.0021653544488189,2203,2302,0,0,1440,0,0,1440,1036
OSTI4,2025-02-21,23.0521999999999,-4.05400000000006,53.62,77.7108333905538,99.4,15.2,0,5.2031226,13.826526,0.0409842559055118,273.6,288,840,599.8,0,0,544.5,896,694.5
GVNI4,2025-02-21,23.1999997999999,-7.60000000000006,-17,-0.017000000923872,-17,16.5,0,5.737751,15.622789,NA,195.7,257.2,1440,0,0,1440,0,0,612.6
AHTI4,2025-02-22,38.2999999999999,7.19999959999992,153,0.209000001351039,256,15.07,0.06,6.961357,16.49967,0.0032283468503937,2162,2213,0,0,1440,0,0,1440,1024
OSTI4,2025-02-22,37.3405999999999,10.49,61.07,70.6641662915548,79.95,14.69,0,6.415544,14.761567,0.0596062952755906,274.3,285.2,1208,231.8,0,0,0,1440,650
BNKI4,2025-02-22,30.7999999399999,7.89999979999993,136,0.158208329851429,205,18.27843,0,2.8252552,11.721565,0.00511811062992126,2430,277.8,0,0,1440,551,889,0,607.4
GVNI4,2025-02-22,38.99999984,8.90000059999997,-17,0.0425000002918144,119,15.97,0,6.5162063,15.170927,0.0047637788976378,192.9,260.4,1440,0,0,1440,0,0,608.7
AHTI4,2025-02-23,55.5999997999999,19.8999998599999,187,0.215333335101605,255,14.32,0.01,4.999561,13.153207,0.0047244094488189,1637,1610,0,0,1440,0,0,1440,1016
OSTI4,2025-02-23,57.7999993999999,21.8000002999999,56.24,79.3583339055379,99.3,14.61,0,6.7868757,13.737048,0.0841732362204725,274.9,283,625.3,815,0,0,377.8,1062,617.1
BNKI4,2025-02-23,46.7000006,18.5999995399999,136,0.167999998355905,205,18.06679,0.01,2.1698318,9.645685,0.00531496062992126,1892,275.6,0,0,1440,343.5,1097,0,603.6
GVNI4,2025-02-23,58.6000004,26.1999998599999,51,0.0835833341504137,119,15.89,0,4.3419003,12.699108,0.00665354448818898,184.6,257.6,1440,0,0,1440,0,0,592.9
OSTI4,2025-02-24,57.2179999999999,40163,62.16,77.9029173851013,89.9,9.12,0,5.489451,14.045746,0.067559062992126,274.9,283,352.5,1087,0.25,0,1440,0,603.7
GVNI4,2025-02-24,68.5000022,37.6000001599999,51,0.0736666669448217,119,15,0,4.7445498,20.602217,0.00645669291338583,180.5,255.5,1440,0,0,1440,0,0,569.5
BNKI4,2025-02-24,56.8000004,37.0999999399999,136,0.164750003566345,205,14.133598,0,1.6374401,10.786525,0.00484251952755906,2022,266.8,0,0,1440,467.8,920,52.75,593.9
AHTI4,2025-02-24,53.4000001999999,35.49999992,187,0.209666669368744,255,6683,0,4.9660068,13.6073065,0.00366141692913386,1589,1544,0,0,1440,0,0,1440,1011
AHTI4,2025-02-25,57.299999,29.5999998799999,187,0.215333335101605,255,12.84,0,4.476117,15.155269,0.00496062952755906,1437,1055,0,0,1440,0,0,1440,1014
OSTI4,2025-02-25,58946,31.7713999999999,50.55,81.3041663169861,100,15.28,0,3.4113336,12.334487,0.0805511732283465,274.5,289.9,415.8,771.8,252.5,0,1237,203,604.1
GVNI4,2025-02-25,63.7999988,30.70000004,51,0.0509999990463257,51,15.73,0,5.0420628,21.65358,0.00685039448818898,186.6,256.9,1440,0,0,1440,0,0,577.3
BNKI4,2025-02-25,53.4000001999999,30.50000006,136,0.164750003566345,205,21.801879,0,1.4092722,9.381726,0.00681102401574803,1986,296.1,0,0,1440,961,21,458.5,591
BNKI4,2025-02-26,49.6000004,32.8999999999999,136,0.159000004331271,205,11.13076,0.03,2.4897141,12.627526,0.00460629960629921,1984,287.2,0,0,1440,711,240.8,488.3,596.7
OSTI4,2025-02-26,51548,36.1868,76.47,91.894167582194,100,10.33,0,5.225492,16.80613,0.0496063031496063,298.8,282.7,48.75,1203,188.5,0,1328,112,604.5
AHTI4,2025-02-26,52.5000002,34.8000000799999,187,0.215333335101605,255,11.4,0,6.8114824,20.915388,0.00586614251968504,1355,1025,0,0,1440,0,0,1440,1013
GVNI4,2025-02-26,59.8000009999999,37.70000006,51,0.0509999990463257,51,14.71,0,8.571954,22.481247,0.0076377968503937,183.3,256.3,1440,0,0,1440,0,0,579.4
BNKI4,2025-02-27,51.6000002,31.19999999,136,0.161875003948808,205,22.62,0,2.0311415,12.949646,0.00791338582677166,2006,273.6,0,0,1440,1058,369,13.25,594.1
GVNI4,2025-02-27,61.0999988,33.40000004,51,0.0509999990463257,51,16.67,0,5.661695,17.74117,0.00736220472440945,181.9,254.9,1440,0,0,1440,0,0,582.8
AHTI4,2025-02-27,55.0000004,32.8000000099999,187,0.215333335101605,255,15.63,0,6.6414747,19.550856,0.00716535472440945,1339,915,0,0,1440,0,0,1440,1019
OSTI4,2025-02-27,53.2579999999999,33.4868,48.54,76.8450004259745,100,15.62,0,5.9122324,18.365278,0.098425188976378,266.7,279.6,737,592.3,110.8,0,1366,74.25,607.2
GVNI4,2025-02-28,63.4999999999999,36.0000001399999,51,0.0509999990463257,51,16.41,0,9.726215,33.710686,0.00795275590551181,182.6,254.9,1440,0,0,1440,0,0,577.8
BNKI4,2025-02-28,56.2999999999999,28.7999999599999,136,0.159000004331271,205,17.22,0,3.4225183,13.211368,0.00692913425196851,2242,273.7,0,0,1440,1332,107.8,0,591.9
OSTI4,2025-02-28,60422,29.2604,42.67,55.7366666793823,66.89,14.34,0,10.967717,26.239305,0.169015736220473,273.6,277,1309,0,131,47.75,1392,0,603.2
AHTI4,2025-02-28,56.8999993999999,27.1999999399999,187,0.215333335101605,255,13.78,0,12.44186,32.77117,0.0114960618110236,1322,1020,0,0,1440,0,0,1440,1011
BNKI4,2025-03-01,31.19999999,15.9999997999999,136,0.13645833482345,137,19.536771,0,3.3084342,11.750646,0.00417322874015748,2563,273.8,0,0,1440,1440,0,0,605.3
GVNI4,2025-03-01,39.8000002999999,24.3000001399999,-17,0.0467499991257986,51,12.64,0,4.77363,16.267027,0.00625984330708662,184.7,254.3,1440,0,0,1440,0,0,606.7
AHTI4,2025-03-01,32.3999999959999,16.3000004,0.17,0.214625001574556,255,15.71,0,6.8002977,22.816788,0.00366141712598425,1362,1057,0,0,1440,0,0,1440,1025
OSTI4,2025-03-01,32.3096,18.0356,33.86,62.8291665712992,99.3,15.58,0,5.024167,17.49287,0.0632283464566929,272.3,279.1,1188,230.3,22.25,470,970,0,630.1
GVNI4,2025-03-02,55.7000006,23.6000002999999,-17,0.0325833324653407,51,16.74,0,7.865081,18.588972,0.00732283464566929,180.5,254.2,1440,0,0,1440,0,0,596.7
OSTI4,2025-03-02,45473,14.18,33.55,52.8854163487752,82.1,15.94,0,1.2258431,13.124127,0.0664566968503937,272.9,277,1278,150.3,11.5,566.3,874,0,637.4
AHTI4,2025-03-02,46.7000006,13.6999993999999,0.17,0.211083333939314,255,15.82,0,6.225404,18.566603,0.00614173228346457,1451,1002,0,0,1440,0,0,1440,1023
BNKI4,2025-03-02,39.9000001999999,12.3999997999999,136,0.136416668693225,137,24.64607,0,2.0624588,10.406245,0.00791338543307087,2015,272.3,0,0,1440,1134,306.3,0,605.3
GVNI4,2025-03-03,58.4999995999999,38.8999999399999,51,0.0509999990463257,51,8.76,0,8.075354,19.931135,0.00673228425196851,183.9,325,1440,0,0,1415,0.75,24.5,582
BNKI4,2025-03-03,54.8000006,30.09999992,136,0.141708339874943,205,17.391531,0,4.760208,13.168866,0.00559055236220473,1879,312.7,0,0,1440,1387,28.5,25,596.4
OSTI4,2025-03-03,65606,30.1208,46.65,63.8108336130778,95.3,13.88,0.02,2.0803542,16.98285,0.094566937007874,273.1,277.6,1302,137.5,0.25,319,830,291.5,605.8
AHTI4,2025-03-03,64.6999988,30.9000000199999,187,0.215333335101605,255,13.59,0,8.171542,22.951004,0.01,1329,1130,0,0,1440,0,0,1440,1012
AHTI4,2025-03-04,56.8000004,32.1000000007999,187,0.206833336502314,255,2842,1.1299213,7.3886127,31.6527,0.00551181220472441,1443,1144,0,0,1440,0,0,1440,999
GVNI4,2025-03-04,59.999999,29.2999999999999,51,0.0509999990463257,51,3099,0.96,11.51353,44.67169,0.00562992283464567,203.1,259.7,1312,27.75,100.8,1076,35,328.8,583.4
BNKI4,2025-03-04,53.0000006,42.0999997999999,136,0.136000007390976,136,14.64988,0.72007877,4.471643,13.182287,0.00681102440944882,1920,348.6,0,0,1440,427.5,244,768.5,595.6
OSTI4,2025-03-04,57.0199999999999,44.5837999999999,70.72,91.484167098999,100,3.04,0.6598425,2.129567,8.462344,0.0198818897637795,341.7,433.8,146,580.5,713.5,0,638.5,802,600.7
BNKI4,2025-03-05,44.5999999999999,26.2999999399999,136,0.136000007390976,136,16.60404,0.44015747,5.2747045,16.68981,0.00614173307086614,2213,276.4,0,0,1440,283,555.3,601.8,602.3
OSTI4,2025-03-05,44.8286,24.2869999999999,97.8,99.6291669209798,100,6.54,0.15,11.844597,27.066975,0.0138188976377953,276,294.7,62,1068,310.5,0,0,1440,617.7
GVNI4,2025-03-05,35.49999992,21.2999995399999,-17,0.0240833326242864,51,17.18,0,15.7749,40.399136,0.00653543307086614,193.6,258.4,1440,0,0,1440,0,0,608.1
AHTI4,2025-03-05,33.69999992,23.7000002,187,0.213916668668389,255,9.88,0.12,19.103468,39.07934,0.00346456748031496,1404,1173,0,0,1440,0,0,1440,1005
BNKI4,2025-03-06,41.1999997999999,20.20000046,136,0.136375002563,137,18.5941,0,1.2392647,8.636826,0.00566929133858268,2121,260.4,0,0,1440,1091,349,0,601.5
GVNI4,2025-03-06,43.2999998599999,22.3999997,-17,0.0283333323895931,51,9.11,0,5.932365,17.68301,0.00527559133858268,186.1,257,1440,0,0,1440,0,0,605.1
OSTI4,2025-03-06,45.5647999999999,20.5519999999999,56.78,84.0187500317891,100,15.61,0.03,4.2546597,18.902143,0.0737007874015748,367.7,480.2,789.3,508.3,142.5,0,675.8,764.3,621.1
AHTI4,2025-03-06,42.70000046,19.6999997,187,0.215333335101605,255,14.68,0.02,3.7871394,21.362778,0.00393700787401575,1382,1176,0,0,1440,0,0,1440,1017
AHTI4,2025-03-07,37.8999998599999,28.6999998799999,187,0.206833336502314,255,7739,0.5200787,5.9771037,17.23115,0.00318897677165354,1314,1081,0,0,1440,0,0,1440,1014
OSTI4,2025-03-07,40.4708,29.6293999999999,99.9,99.9875001907349,100,4246,0.11,5.1897006,13.971928,0.0120078767716536,391.3,285.2,0,689.8,750.3,0,471,969,613.9
BNKI4,2025-03-07,38.09999984,28.6999998799999,136,0.136000007390976,136,12.97,0.11,1.1341286,6.9568834,0.00425196850393701,2187,275.7,0,0,1440,164.5,568.3,707.3,603.7
GVNI4,2025-03-07,42.3999998599999,29.4000000799999,51,0.0509999990463257,51,4978,0,9.370542,22.74968,0.00649606456692913,191.5,268.6,1440,0,0,1397,11.75,31,602.9
GVNI4,2025-03-08,56.8999993999999,21.4999997,-17,0.0368333323858678,51,19.02,0,3.6820033,14.162067,0.0070472437007874,184,255.6,1440,0,0,1324,109,7,591.9
BNKI4,2025-03-08,48.5999995999999,24.1999997,136,0.136166671911875,137,22.32015,0.01,1.5412517,11.283125,0.00539370157480315,1992,274.4,0,0,1440,900,540.5,0,593.5
OSTI4,2025-03-08,52.4659999999999,24.9638,35.92,72.6620834668477,100,18,0,5.3485236,15.461729,0.118582677165354,268.8,280.4,841,133,466,0,914,526,614.3
AHTI4,2025-03-08,48.5999995999999,24.9000000799999,187,0.215333335101605,255,17.93,0,5.880915,16.280449,0.00547244133858268,1332,1083,0,0,1440,0,0,1440,1021
BNKI4,2025-03-09,61.799999,28.29999992,136,0.13747826801694,0.17,23.03,0,1.8141583,13.095047,0.00712598425196851,1973,274.9,0,0,1440,820,620.5,0,578.5
GVNI4,2025-03-09,68.3999977999999,29.99999984,51,0.0509999990463257,51,18.18,0,3.5366023,17.083511,0.00657480236220473,180.5,254.1,1440,0,0,1440,0,0,568.9
AHTI4,2025-03-09,59.8000009999999,29.09999984,187,0.216565218956574,255,16.68,0,6.0128946,19.282423,0.0097244094488189,1374,1209,0,0,1440,0,0,1440,1018
OSTI4,2025-03-09,63824,30.4286,33.52,58.252174211585,85.7,16.84,0,5.113645,14.862229,0.14385825984252,271.4,278.3,1090,350,0,443.3,977,19.5,607.1
OSTI4,2025-03-10,77.2159999999999,32.199999998,25.97,47.0270840326945,67.94,17.66,0,8.424316,28.274921,0.265629921259843,270.8,276.9,1440,0,0,682,758,0,599.1
GVNI4,2025-03-10,83.2000009999999,36.29999984,51,0.0509999990463257,51,18.51,0,6.417781,24.494493,0.00771653582677166,177.1,252,1440,0,0,1440,0,0,539.8
BNKI4,2025-03-10,72.4000009999999,33.4999999399999,136,0.147458339110017,205,19.49349,0,2.8431509,16.105968,0.00440944881889764,1991,275.6,0,0,1440,976,338.3,126.3,566.7
AHTI4,2025-03-10,72.4000009999999,33.40000004,187,0.215333335101605,255,16.59,0,5.5878763,34.202812,0.0167322826771654,1389,1211,0,0,1440,0,0,1440,1009
OSTI4,2025-03-11,61.6099999999999,39.9847999999999,49,63.8866662979126,84.9,17.47,0,5.039826,13.269528,0.125196842519685,270.8,275.5,1440,0,0,480.8,959,0,599.2
AHTI4,2025-03-11,53.9999995999999,31.4999999599999,187,0.218166667968035,255,17.06,0,7.5944114,18.141582,0.013307088976378,1384,1187,0,0,1440,0,0,1440,1012
BNKI4,2025-03-11,54.599999,35.900000060000004,136,0.136000007390976,136,19.38176,0,3.4359398,13.021228,0.00401574803149606,2033,270.3,0,0,1440,1012,428.3,0,579.9
GVNI4,2025-03-11,60.7999999999999,35.8000001599999,51,0.0509999990463257,51,16.97,0,7.0329394,22.100967,0.0075984251968504,183.3,256.2,1440,0,0,1440,0,0,566.3
AHTI4,2025-03-12,65.8000022,28.0999999399999,187,0.215333335101605,255,17.49,0,3.5254173,10.187025,0.0104724409448819,1362,1196,0,0,1440,0,0,1440,1012
GVNI4,2025-03-12,74.8000022,32.3999999959999,51,0.0509999990463257,51,16.8,0,4.9324527,12.350145,0.00700787362204725,179.1,254.8,1440,0,0,1440,0,0,556
BNKI4,2025-03-12,61.799999,25.9000001599999,136,0.136000007390976,136,27.01831,0,1.4070352,6.4893627,0.00618110236220473,2009,274.9,0,0,1440,1428,12.25,0,578.3
OSTI4,2025-03-12,68.6119999999999,29.5681999999999,42.75,62.1429171562195,84.3,17.8,0,2.3979998,9.835825,0.112716523622047,267.3,280.3,1440,0,0,559,881,0,604.6
AHTI4,2025-03-13,73.499999,34.40000012,187,0.215333335101605,255,17.63,0,6.6101575,20.289045,0.0128346456692913,1338,1221,0,0,1440,0,0,1440,1010
BNKI4,2025-03-13,68.5000022,32.600000012,136,0.136000007390976,136,28.596113,0,3.127242,11.151146,0.00751968543307087,1958,270.1,0,0,1440,1120,246.8,73.25,565.8
GVNI4,2025-03-13,79.799999,40.3999997,51,0.0509999990463257,51,18.25,0,6.0553966,16.77705,0.00779527598425197,176.4,254.8,1440,0,0,1440,0,0,538.6
OSTI4,2025-03-13,77.2159999999999,38.3342,42.78,72.4924996693929,99.8,17.73,0,1.901399,5.773542,0.121771661417323,273.5,280.3,1430,9.75,0,447.8,870,122.5,599
GVNI4,2025-03-14,75.9000019999999,50.5999993999999,51,0.0509999990463257,51,11.06,0.12,9.457783,29.974997,0.0074015751968504,216.7,306.7,1440,0,0,1377,4,58.75,532.9
BNKI4,2025-03-14,80.8999988,53.5000009999999,136,0.147333338856697,204,20.63,0.07,7.198473,21.877274,0.00834645708661417,1337,290.5,0,0,1440,1235,20.25,185.3,542.3
OSTI4,2025-03-14,82256,52.8619999999999,35.38,71.3670832316081,99.9,13.45,0.05,4.706522,45.05197,0.156574803149606,274.9,283,680,707.8,52.25,227.8,919,293,594.4
AHTI4,2025-03-14,78.5000011999999,49.199999,187,0.215333335101605,255,12.52,0.13,11.804333,34.046227,0.0158661405511811,1349,1206,0,0,1440,0,0,1440,993
GVNI4,2025-03-15,50.7000002,31.8999999991999,51,0.0509999990463257,51,9.39,0,12.750558,29.03548,0.00759842637795276,184.7,254.9,1440,0,0,1427,2.5,10.25,598.9
BNKI4,2025-03-15,54.8999995999999,30.9000000199999,136,0.136000007390976,136,22.42502,0,4.435852,16.938110000000002,0.0066535437007874,2018,275.7,0,0,1440,0,1437,3,591.5
AHTI4,2025-03-15,51.9999997999999,29.19999992,187,0.215333335101605,255,5046,0.01,11.522478,27.782795,0.00488189015748032,1271,1325,0,0,1440,0,0,1440,997
OSTI4,2025-03-15,55814,30.9812,57.77,86.7395834922791,99.9,6048,0,10.160181,28.252552,0.0371653523622047,271.5,279,1210,229.8,0,0,1439,1,605.4
AHTI4,2025-03-16,45.9000001399999,20.7000001399999,187,0.218166667968035,255,18.55,0,9.545023,25.098467,0.00531496062992126,1197,1294,0,0,1440,0,0,1440,1015
BNKI4,2025-03-16,43.2000001399999,24.6000002,136,0.136000007390976,136,24.98852,0,3.7513485,12.247247,0.00645669291338583,2428,276.4,0,0,1440,748.5,691.5,0,601.4
OSTI4,2025-03-16,46.8499999999999,23.9198,34.82,61.4995834032695,86.3,19.62,0,7.0508347,19.886396,0.108937015748032,272.2,281.1,1440,0,0,173.3,1267,0,618.8
GVNI4,2025-03-16,55.7000006,24.7999999999999,17,0.046749999281019,51,19.81,0,6.8025346,17.12825,0.00799212677165355,179.9,252.8,1440,0,0,1440,0,0,589.2
OSTI4,2025-03-17,72788,27.0999998599999,30.26,40.8708333969116,58.43,19.17,0,8.301285,31.160574,0.250708661417323,270.1,277.6,1439,0,0.75,529.5,911,0,605.2
BNKI4,2025-03-17,65.5999988,24.7999999999999,102,0.134791670988003,137,34.078438,0,5.675117,20.557478,0.0090551188976378,2020,272.1,0,0,1440,1092,347.8,0,588.7
GVNI4,2025-03-17,84.7000022,37.70000006,51,0.0509999990463257,51,19.99,0,8.091012,22.615463,0.00834645708661417,174.3,251.7,1440,0,0,1440,0,0,541.1
AHTI4,2025-03-17,76.9999999999999,31.19999999,187,0.215333335101605,255,18.06,0,11.039299,28.118336,0.0152755905511811,1279,1206,0,0,1440,0,0,1440,1012
AHTI4,2025-03-18,73.3000009999999,39.2999995399999,187,0.215333335101605,255,16.86,0,8.560769,21.944382,0.0158661429133858,1208,1089,0,0,1440,0,0,1440,1005
GVNI4,2025-03-18,78.0999979999999,43.0999997,51,0.0509999990463257,51,17.66,0,6.8539844,27.290668,0.00759842598425197,179.8,254.2,1440,0,0,1440,0,0,537.2
BNKI4,2025-03-18,70.4000011999999,38.2999999999999,136,0.136000007390976,136,21.235791,0,3.1965873,14.381288,0.00700787401574803,1989,273.5,0,0,1440,1325,115.3,0,575
OSTI4,2025-03-18,79.0519999999999,42.4381999999999,34.36,53.3291670481364,85.3,16.09,0,3.9929378,19.886396,0.184685039370079,268.2,279.5,1404,0,36,198.3,1242,0,596.3
GVNI4,2025-03-19,46.9999993999999,30.50000006,-17,0.0410833326168358,51,2.91,0.43,16.734549,37.513485,0.00763779606299213,193.6,255.6,1440,0,0,1114,28.25,298,602
OSTI4,2025-03-19,59648,32.2087999999999,59.15,93.9475002288818,100,5985,0.18,10.954295,26.955128,0.0193307098425197,268.8,280.4,1126,280.5,33.25,0,1279,161.3,604.2
AHTI4,2025-03-19,47.6999995999999,30.09999992,187,0.204000003635883,255,1788,0.57992125,17.917889,37.31216,0.00311023622047244,1324,1260,0,0,1440,0,0,1440,1006
BNKI4,2025-03-19,44.8999997,32,136,0.136000007390976,136,8.220088,0.44015747,6.026316,17.43471,0.0050787405511811,1976,274,0,0,1440,136.3,688,615.8,602.6
BNKI4,2025-03-20,43.2999998599999,26.39999984,136,0.136000007390976,136,30.473926,0,3.4359398,14.146409,0.00905511692913386,2185,274,0,0,1440,980,460,0,599.9
GVNI4,2025-03-20,54.1999993999999,24.1999997,-17,0.0325833327757816,51,20.85,0,7.5921745,18.163952,0.00830708661417323,181.2,253.5,1440,0,0,1440,0,0,589.2
OSTI4,2025-03-20,47.4439999999999,27.1742,35.5,63.0287501017253,98.7,19.9,0,6.7331896,21.922012,0.116102362204724,271.9,277.7,1370,9.25,60.5,1.25,1439,0,614.6
AHTI4,2025-03-20,47.2000009999999,23.7000002,187,0.21958333440125,255,19.73,0,8.583138,22.100967,0.00657480354330709,1235,1263,0,0,1440,0,0,1440,1020
GVNI4,2025-03-21,59.8000009999999,38.60000006,51,0.0509999990463257,51,15.72,0,8.222991,27.044605,0.00779527598425197,187.4,254.9,1440,0,0,1440,0,0,572.4
AHTI4,2025-03-21,56.2999999999999,33.4999999399999,187,0.215333335101605,255,10.5,0,10.813368,24.62871,0.0078740157480315,1108,1374,0,0,1440,0,0,1440,1010
BNKI4,2025-03-21,59.8999999999999,27.29999984,136,0.136000007390976,136,22.194684,0,5.1964116,18.454756,0.00751968543307087,2069,273.6,0,0,1440,975,376.3,89.3,587
OSTI4,2025-03-21,63248,33989,36.56,57.7625001271566,99.4,14.13,0,10.656782,27.559101,0.181929133858268,275.6,281.1,869,336.3,235,3.75,1386,50.5,604.6
OSTI4,2025-03-22,58.6759999999999,27.29999984,39.08,64.2529168128967,90.3,18.81,0,2.2839158,12.041448,0.112992125984252,272.1,277.6,1015,425.3,0,0,1424,16.5,611.3
GVNI4,2025-03-22,67.0000009999999,29.2999999999999,-17,0.0424999993604918,51,16.12,0,7.1022844,21.496994,0.00736220551181102,177.1,252,1440,0,0,1440,0,0,561.5
BNKI4,2025-03-22,49.9000009999999,22.5999998599999,102,0.133208339413007,137,26.443219,0,2.986315,10.361506,0.00901574803149607,2027,270.1,0,0,1440,1069,371.3,0,595.8
AHTI4,2025-03-22,57.0000002,21.4999997,187,0.218166667968035,255,17.72,0,7.5094075,20.982496,0.00913385866141733,1028,1087,0,0,1440,0,0,1440,1017
GVNI4,2025-03-23,59.5000004,40.7000002999999,17,0.0495833324578901,51,18.79,0,11.708144,31.361898,0.00933070866141732,182.6,253.5,1440,0,0,1440,0,0,559.4
AHTI4,2025-03-23,50.5000004,33.9000000799999,187,0.215333335101605,255,6233,0.18,10.390586,29.281544,0.00606299212598425,1098,1062,0,0,1440,0,0,1440,1010
OSTI4,2025-03-23,54.4099999999999,33.8665999999999,50.33,80.0554165840149,100,7.14,0.01,7.7845510000000004,25.32216,0.0455905472440945,279,283.1,655,673.3,111.8,0,1193,247,605.5
BNKI4,2025-03-23,47.4999997999999,33.40000004,102,0.134583340336879,136,7.16436,0.34015748,4.4403257,14.9226265,0.0049212594488189,2029,272.3,0,0,1440,889,29.25,522,599.2
BNKI4,2025-03-24,50.1999997999999,27.4999999999999,68,0.13033333979547,136,26.979781,0,1.5233562,10.113206,0.00874015826771654,2026,272.2,0,0,1440,1247,193.3,0,592.7
AHTI4,2025-03-24,52.6999999999999,26.49999992,187,0.218166667968035,255,15.65,0,4.209921,16.645071,0.0064960625984252,1034,1048,0,0,1440,0,0,1440,1016
OSTI4,2025-03-24,53.24,27.9715999999999,41.33,69.0516668955485,99.4,14.56,0,4.690863,15.361067,0.106259826771654,274.2,280.3,749.8,690.3,0,0,1440,0,609.9
GVNI4,2025-03-24,63.1000022,29.99999984,-17,0.0396666660284003,51,13.74,0,3.8967495,15.419228,0.00637795354330709,182.6,253.5,1440,0,0,1440,0,0,570.2
AHTI4,2025-03-25,55.9000004,36.1999999399999,187,0.21675000153482,255,18.98,0.01,4.8317904,19.573225,0.00933070866141732,1012,1141,0,0,1440,0,0,1440,1022
OSTI4,2025-03-25,57.2539999999999,37.8482,40.07,65.5349998474121,99.7,17.87,0.02,3.5835779,20.333784,0.124094496062992,279,286.5,602.8,837,0,0,1277,163.3,604.2
BNKI4,2025-03-25,52.6999999999999,35.30000012,136,0.136000007390976,136,26.1796,0,2.2145705,11.415105,0.00787401653543307,2040,270.2,0,0,1440,1413,26.75,0,589.4
GVNI4,2025-03-25,61.0999988,36.0000001399999,-17,0.0339999993642171,51,11.45,0,3.8430629,17.011929,0.0059055125984252,181.2,253.5,1440,0,0,1440,0,0,568.5
AHTI4,2025-03-26,61.8999979999999,28.29999992,187,0.21958333440125,255,17.43,0,3.8564847,18.007366,0.00948819015748032,1002,1096,0,0,1440,0,0,1440,1026
OSTI4,2025-03-26,60764,29.9983999999999,37.07,72.4475000699361,100,19.09,0,2.2951005,12.202508,0.119960637795276,274.9,279.6,497.8,491,451.3,0,1120,319.8,605.7
BNKI4,2025-03-26,58.0000009999999,29.99999984,136,0.136000007390976,136,25.518723,0,1.5121714,9.265406,0.00724409448818898,1983,276.9,0,0,1440,1083,248,109.3,580.1
GVNI4,2025-03-26,67.199999,33.0000000799999,-17,0.0368333328515291,51,18.75,0,4.9391637,16.83521,0.00763779527559055,178.5,252.1,1440,0,0,1440,0,0,558.6
OSTI4,2025-03-27,62546,43.1851999999999,56.5,82.9854170481364,100,10.5,0.01,1.5904644,13.665466,0.0616141732283465,276.9,283.7,370.8,1065,4,0,1346,94,601.4
GVNI4,2025-03-27,80.4000019999999,46.9000004,-17,0.0339999993642171,51,20.06,0,8.70617,21.452255,0.00905511811023622,177.1,254.1,1440,0,0,1427,1.25,11.75,532.7
AHTI4,2025-03-27,71.699999,39.8000002999999,187,0.218166667968035,255,19.04,0,7.8852134,18.208693,0.0156299212598425,997,953,0,0,1440,0,0,1440,1018
BNKI4,2025-03-27,55.3000009999999,43.8999997999999,136,0.136000007390976,136,12.772427,0,3.5567346,13.591647,0.00578740196850394,1986,272.8,0,0,1440,1333,82,25.5,587.6
BNKI4,2025-03-28,81.7999988,46.7000006,136,0.136000007390976,136,25.437299,0,7.6883626,20.557478,0.00803149645669292,1938,274.1,0,0,1440,1255,185.5,0,547.5
OSTI4,2025-03-28,79.3039999999999,52.0699999999999,52.57,76.6954170862834,100,20.42,0,12.969778,29.639456,0.26330705511811,278.3,284.7,257.8,995,187.8,0,988,452,594.6
AHTI4,2025-03-28,82.9000022,47.399999,187,0.221000000834465,255,20.11,0,15.083687,36.372643,0.0241338622047244,986,990,0,0,1440,0,0,1440,1008
GVNI4,2025-03-28,82.5999979999999,62.8999988,51,0.0509999990463257,51,21.03,0,11.943023,31.182943,0.00948818897637795,179.8,256.5,1440,0,0,1440,0,0,504.9
OSTI4,2025-03-29,77.54,59.9539999999999,63.05,87.6624999046326,100,13.87,0,4.6371765,19.327162,0.102244098425197,282.5,288.7,559.5,463,417.5,0.25,689.5,750.3,592.4
GVNI4,2025-03-29,64.3000009999999,41.8999999999999,-17,0.0283333325448136,51,3022,0,4.8206058,20.937757,0.0037007874015748,232.7,321.7,1440,0,0,942,23.5,475,545
AHTI4,2025-03-29,64.499999,45.0999998599999,187,0.215333335101605,255,9.08,0.09,8.862757,22.973373,0.0138188992125984,949,1046,0,0,1440,0,0,1440,1009
BNKI4,2025-03-29,67.9999999999999,45.5999995399999,136,0.136000007390976,136,6606,0,4.3642697,14.103907,0.00531496062992126,1978,276.9,0,0,1440,14,1426,0,564
BNKI4,2025-03-30,47.6000006,34.1999999599999,102,0.134583340336879,136,21.313309,0.06,3.0042105,13.065967,0.00787401653543307,1716,332.4,0,0,1440,0,541.5,899,599.6
OSTI4,2025-03-30,63824,34.1113999999999,92.7,99.6041673024495,100,6021,0.14,10.001359,20.579847,0.0186220492125984,275.3,285.9,581,320,539,0,0,1440,600.7
